wave,throughput
10617.478335443058,0.0
10652.492640931567,0.0
10687.622405674225,0.0
10722.868010396547,0.0
10758.229837079482,0.0
10793.708268963557,0.0
10829.303690553032,0.0
10865.016487620062,0.0
10900.847047208881,0.0
10936.795757639999,0.0
10972.863008514407,0.0
11009.0491907178,0.0
11045.35469642482,0.0
11081.779919103288,0.4023490036818567
11118.325253518493,0.4229408926170163
11154.991095737449,0.4448466337949849
11191.7778431332,0.46269053732601045
11228.685894389124,0.47789829639445247
11265.71564950325,0.4891314423922765
11302.867509792599,0.5036410731487344
11340.141877897524,0.513971107786236
11377.539157786086,0.5220619123195613
11415.059754758422,0.530660772622483
11452.704075451147,0.5369116140596798
11490.472527841746,0.5415071782919572
11528.365521253014,0.5476650790518551
11566.383466357478,0.5532228045431246
11604.526775181852,0.5603401870859779
11642.795861111506,0.567906589276492
11681.191138894945,0.5743885778690623
11719.7130246483,0.5847117068426465
11758.361935859833,0.5943862849760672
11797.138291394484,0.6028212075851582
11836.042511498381,0.6127264715411463
11875.075017803414,0.6226678532185006
11914.236233331798,0.6303845853865953
11953.526582500665,0.6363728177685972
11992.946491126648,0.6463849149501902
12032.49638643051,0.6545293573949098
12072.17669704177,0.6609636086453428
12111.987853003346,0.6690062078268414
12151.930285776218,0.6775223375238998
12192.004428244101,0.6845123696176287
12232.210714718145,0.689042486296017
12272.549580941632,0.6967016974021137
12313.021464094698,0.7035094105807395
12353.62680279908,0.7101632625226322
12394.366037122873,0.7161461343643898
12435.23960858527,0.7223974287474775
12476.247960161392,0.7284259811062201
12517.391536287047,0.7334262610682182
12558.670782863577,0.7366419240679776
12600.086147262671,0.742134652032751
12641.638078331222,0.7480676468074955
12683.327026396193,0.75434464156448
12725.153443269493,0.7606204027627254
12767.117782252877,0.7675642910315703
12809.220498142855,0.7745125658749423
12851.462047235622,0.7826025716499382
12893.842887332006,0.7912342703345391
12936.36347774243,0.7997367616754583
12979.024279291885,0.8078998951905345
13021.825754324927,0.8146317020551777
13064.768366710687,0.818820484278588
13107.8525818479,0.8260283866854485
13151.078866669948,0.8330853790982554
13194.447689649922,0.8400829030952759
13237.959520805693,0.8466488431047648
13281.614831705012,0.8527546229047659
13325.414095470622,0.8576490370161507
13369.357786785378,0.8626883705824724
13413.4463818974,0.8680004727646102
13457.68035862523,0.8727341810828706
13502.060196363007,0.8765080141798334
13546.58637608567,0.8807486261290073
13591.259380354168,0.8843344107837496
13636.079693320684,0.8869487648951142
13681.047800733893,0.8885220416752933
13726.164189944218,0.8889565684940138
13771.42934990911,0.8888239924495116
13816.84377119836,0.8890719811198711
13862.407945999403,0.8908409792960407
13908.122368122651,0.8942030724066682
13953.987533006857,0.898897703014517
14000.003937724474,0.9044888285084256
14046.172080987046,0.9106360675867453
14092.492463150615,0.9168889306298996
14138.965586221137,0.923023491813841
14185.59195385993,0.9288295152766057
14232.372071389123,0.9342358953959725
14279.306445797149,0.9391789258865655
14326.395585744222,0.9438939686350496
14373.640001567856,0.9483717081995402
14421.040205288402,0.9524383938782233
14468.596710614587,0.9558506703109014
14516.310032949092,0.9591124713015645
14564.180689394127,0.9608125511733583
14612.209198757042,0.9618831712947706
14660.396081555948,0.962462282971454
14708.741860025362,0.9632462164091454
14757.247058121855,0.9635602696578816
14805.912201529747,0.9649752445709522
14854.737817666792,0.9668415563872644
14903.724435689894,0.9693648724023239
14952.872586500853,0.9723659599725919
15002.182802752104,0.9761618648276095
15051.655618852506,0.9804550322837081
15101.291570973115,0.9850155116458612
15151.09119705301,0.9877128327596976
15201.05503680512,0.9897209902438586
15251.183631722066,0.9907978733498481
15301.477525082035,0.9912283210674995
15351.93726195467,0.9902925344294562
15402.56338920697,0.9887732581020252
15453.35645550923,0.987730804533907
15504.31701134097,0.9871032867398959
15555.445608996915,0.9869671232358214
15606.742802592971,0.9884082551729556
15658.209148072237,0.9908332466323044
15709.845203211033,0.993198953456819
15761.651527624925,0.9960923320571955
15813.628682774819,0.9984506704630973
15865.777231973028,0.9995743682133655
15918.09774038938,1.0
15970.590775057339,0.9992411530236281
16023.25690488016,0.9977831496113766
16076.096700637052,0.9954946889531133
16129.110734989354,0.9913001070615001
16182.299582486758,0.9856940053914096
16235.663819573518,0.9808967010557077
16289.20402459471,0.9747485519262015
16342.920777802501,0.9664157135749526
16396.814661362423,0.9598237617329104
16450.886259359697,0.9484403271309693
16505.13615780556,0.9260167941123173
16559.56494464361,0.900167757678612
16614.173209756183,0.858259617971271
16668.96154497075,0.0
16723.930544066316,0.0
16779.08080277987,0.0
16834.412918812846,0.0
16889.927491837574,0.0
16945.62512350381,0.0
17001.506417445235,0.0
17057.57197928601,0.0
17113.822416647337,0.0
17170.258339154025,0.0
17226.880358441133,0.0
17283.689088160572,0.0
